user_id,artist,play_count,gender,age
10,Dua Lipa,9,Female,60-64
10,Ariana Grande,23,Female,60-64
10,BTS,5,Female,60-64
10,Queen,24,Female,60-64
10,Ed Sheeran,1,Female,60-64
10,The Beatles,2,Female,60-64
10,Doja Cat,10,Female,60-64
10,Taylor Swift,1,Female,60-64
10,Olivia Rodrigo,2,Female,60-64
11,Dua Lipa,8,Female,55-59
11,Ed Sheeran,10,Female,55-59
11,Queen,4,Female,55-59
11,Taylor Swift,8,Female,55-59
11,Drake,5,Female,55-59
11,Olivia Rodrigo,2,Female,55-59
11,Harry Styles,7,Female,55-59
11,Doja Cat,16,Female,55-59
11,Bruno Mars,2,Female,55-59
11,Justin Bieber,2,Female,55-59
11,Post Malone,2,Female,55-59
11,Bad Bunny,1,Female,55-59
11,Billie Eilish,4,Female,55-59
11,Ariana Grande,15,Female,55-59
11,Eminem,8,Female,55-59
12,Ariana Grande,6,Male,65-70
12,Doja Cat,11,Male,65-70
12,Dua Lipa,7,Male,65-70
12,Justin Bieber,11,Male,65-70
12,Bad Bunny,3,Male,65-70
12,Billie Eilish,4,Male,65-70
12,Adele,2,Male,65-70
12,Post Malone,10,Male,65-70
12,The Beatles,6,Male,65-70
12,Harry Styles,3,Male,65-70
12,Bruno Mars,6,Male,65-70
12,The Weeknd,11,Male,65-70
12,Olivia Rodrigo,50,Male,65-70
12,Eminem,20,Male,65-70
12,Taylor Swift,1,Male,65-70
13,Drake,3,Male,25-29
13,Olivia Rodrigo,20,Male,25-29
13,Ariana Grande,5,Male,25-29
13,Justin Bieber,9,Male,25-29
13,Harry Styles,7,Male,25-29
13,Dua Lipa,7,Male,25-29
13,Adele,7,Male,25-29
13,Doja Cat,31,Male,25-29
13,Bruno Mars,17,Male,25-29
13,BTS,5,Male,25-29
13,Billie Eilish,35,Male,25-29
14,Billie Eilish,9,Male,30-34
14,Olivia Rodrigo,4,Male,30-34
14,The Beatles,24,Male,30-34
14,Queen,1,Male,30-34
14,Drake,2,Male,30-34
14,Ariana Grande,6,Male,30-34
14,The Weeknd,3,Male,30-34
14,Bruno Mars,4,Male,30-34
15,Taylor Swift,4,Female,25-29
15,Bruno Mars,7,Female,25-29
15,Adele,2,Female,25-29
15,Doja Cat,4,Female,25-29
15,Queen,8,Female,25-29
15,Ariana Grande,28,Female,25-29
15,Justin Bieber,3,Female,25-29
15,BTS,4,Female,25-29
15,The Weeknd,18,Female,25-29
15,Eminem,3,Female,25-29
15,Post Malone,23,Female,25-29
15,Ed Sheeran,7,Female,25-29
16,The Beatles,10,Female,45-49
16,Bruno Mars,9,Female,45-49
16,Justin Bieber,6,Female,45-49
16,Eminem,2,Female,45-49
16,Kendrick Lamar,2,Female,45-49
16,Harry Styles,9,Female,45-49
16,Queen,15,Female,45-49
16,Taylor Swift,2,Female,45-49
16,Ariana Grande,3,Female,45-49
17,Harry Styles,7,Male,45-49
17,Post Malone,8,Male,45-49
17,BTS,10,Male,45-49
17,Bad Bunny,3,Male,45-49
17,Queen,24,Male,45-49
17,The Beatles,2,Male,45-49
17,The Weeknd,4,Male,45-49
17,Olivia Rodrigo,12,Male,45-49
17,Eminem,4,Male,45-49
17,Adele,16,Male,45-49
18,Ed Sheeran,11,Male,55-59
18,BTS,5,Male,55-59
18,Queen,14,Male,55-59
18,Harry Styles,49,Male,55-59
18,Bad Bunny,6,Male,55-59
18,Olivia Rodrigo,2,Male,55-59
18,Taylor Swift,22,Male,55-59
19,Drake,6,Other,20-24
19,Taylor Swift,20,Other,20-24
19,Billie Eilish,57,Other,20-24
19,Ed Sheeran,13,Other,20-24
19,BTS,69,Other,20-24
19,Queen,3,Other,20-24
19,Adele,59,Other,20-24
19,Kendrick Lamar,5,Other,20-24
19,Bruno Mars,5,Other,20-24
19,Justin Bieber,6,Other,20-24
19,Olivia Rodrigo,5,Other,20-24
19,The Weeknd,8,Other,20-24
20,Adele,4,Male,60-64
20,The Weeknd,6,Male,60-64
20,Queen,6,Male,60-64
20,Post Malone,7,Male,60-64
20,Olivia Rodrigo,23,Male,60-64
20,Billie Eilish,2,Male,60-64
20,Taylor Swift,9,Male,60-64
20,Ed Sheeran,19,Male,60-64
21,Queen,12,Male,30-34
21,Olivia Rodrigo,30,Male,30-34
21,Kendrick Lamar,22,Male,30-34
21,Ed Sheeran,5,Male,30-34
21,BTS,4,Male,30-34
21,Bruno Mars,3,Male,30-34
21,Bad Bunny,2,Male,30-34
21,Billie Eilish,10,Male,30-34
21,Drake,7,Male,30-34
21,Post Malone,3,Male,30-34
21,Ariana Grande,1,Male,30-34
21,Dua Lipa,8,Male,30-34
22,Queen,4,Male,45-49
22,Bruno Mars,4,Male,45-49
22,Olivia Rodrigo,16,Male,45-49
22,Ed Sheeran,1,Male,45-49
22,The Weeknd,1,Male,45-49
22,Billie Eilish,4,Male,45-49
22,Bad Bunny,1,Male,45-49
22,BTS,4,Male,45-49
22,Drake,17,Male,45-49
22,Justin Bieber,8,Male,45-49
22,Kendrick Lamar,27,Male,45-49
22,Ariana Grande,8,Male,45-49
22,The Beatles,19,Male,45-49
22,Doja Cat,6,Male,45-49
22,Adele,4,Male,45-49
23,Bruno Mars,16,Female,50-54
23,The Weeknd,12,Female,50-54
23,Dua Lipa,16,Female,50-54
23,Ariana Grande,2,Female,50-54
23,BTS,13,Female,50-54
24,Drake,21,Male,15-19
24,Billie Eilish,15,Male,15-19
24,BTS,9,Male,15-19
24,Bruno Mars,19,Male,15-19
24,The Weeknd,9,Male,15-19
24,Adele,4,Male,15-19
24,Queen,10,Male,15-19
24,Bad Bunny,2,Male,15-19
24,Kendrick Lamar,8,Male,15-19
25,Queen,46,Male,50-54
25,The Beatles,3,Male,50-54
25,Ed Sheeran,2,Male,50-54
25,Harry Styles,2,Male,50-54
25,Drake,5,Male,50-54
26,Billie Eilish,30,Female,40-44
26,Eminem,2,Female,40-44
26,Queen,4,Female,40-44
26,Bad Bunny,7,Female,40-44
26,Ed Sheeran,6,Female,40-44
26,Taylor Swift,1,Female,40-44
27,Ariana Grande,24,Male,30-34
27,Kendrick Lamar,7,Male,30-34
27,Post Malone,4,Male,30-34
27,Adele,6,Male,30-34
27,Doja Cat,11,Male,30-34
27,Dua Lipa,2,Male,30-34
27,Justin Bieber,5,Male,30-34
27,Olivia Rodrigo,1,Male,30-34
27,Taylor Swift,5,Male,30-34
27,Queen,6,Male,30-34
27,Bad Bunny,9,Male,30-34
27,Drake,9,Male,30-34
27,Ed Sheeran,18,Male,30-34
27,Harry Styles,1,Male,30-34
27,Billie Eilish,1,Male,30-34
28,Kendrick Lamar,56,Male,20-24
28,Bruno Mars,8,Male,20-24
28,Justin Bieber,13,Male,20-24
28,Harry Styles,4,Male,20-24
28,BTS,2,Male,20-24
28,Post Malone,8,Male,20-24
28,Bad Bunny,10,Male,20-24
28,The Beatles,5,Male,20-24
28,Ariana Grande,13,Male,20-24
28,Olivia Rodrigo,3,Male,20-24
29,Bad Bunny,21,Female,20-24
29,Post Malone,8,Female,20-24
29,Dua Lipa,10,Female,20-24
29,Ed Sheeran,4,Female,20-24
29,BTS,9,Female,20-24
29,Doja Cat,5,Female,20-24
29,The Beatles,13,Female,20-24
30,Ed Sheeran,5,Male,30-34
30,Billie Eilish,21,Male,30-34
30,Dua Lipa,9,Male,30-34
30,BTS,6,Male,30-34
30,Harry Styles,9,Male,30-34
30,Ariana Grande,12,Male,30-34
30,Adele,14,Male,30-34
30,Queen,12,Male,30-34
30,Taylor Swift,8,Male,30-34
30,Bad Bunny,6,Male,30-34
31,Drake,6,Female,50-54
31,Bruno Mars,3,Female,50-54
31,Justin Bieber,11,Female,50-54
31,Dua Lipa,2,Female,50-54
31,Post Malone,1,Female,50-54
31,Kendrick Lamar,3,Female,50-54
31,Ed Sheeran,17,Female,50-54
31,Doja Cat,19,Female,50-54
32,BTS,12,Female,55-59
32,The Weeknd,34,Female,55-59
32,Post Malone,3,Female,55-59
32,Ed Sheeran,19,Female,55-59
32,Eminem,2,Female,55-59
32,The Beatles,60,Female,55-59
32,Bad Bunny,16,Female,55-59
32,Kendrick Lamar,41,Female,55-59
32,Bruno Mars,14,Female,55-59
32,Adele,10,Female,55-59
32,Justin Bieber,16,Female,55-59
33,Drake,1,Other,35-39
33,Billie Eilish,6,Other,35-39
33,Taylor Swift,7,Other,35-39
33,BTS,7,Other,35-39
33,Dua Lipa,1,Other,35-39
34,BTS,24,Male,20-24
34,Dua Lipa,3,Male,20-24
34,Ariana Grande,35,Male,20-24
34,Taylor Swift,12,Male,20-24
34,Queen,16,Male,20-24
34,Doja Cat,3,Male,20-24
34,Olivia Rodrigo,1,Male,20-24
34,Bruno Mars,14,Male,20-24
34,Billie Eilish,18,Male,20-24
34,Adele,17,Male,20-24
34,Justin Bieber,9,Male,20-24
34,Ed Sheeran,2,Male,20-24
34,Bad Bunny,84,Male,20-24
35,Post Malone,8,Female,50-54
35,The Weeknd,11,Female,50-54
35,Bad Bunny,15,Female,50-54
35,The Beatles,8,Female,50-54
35,Harry Styles,11,Female,50-54
35,Kendrick Lamar,18,Female,50-54
35,Doja Cat,4,Female,50-54
35,Olivia Rodrigo,4,Female,50-54
35,Eminem,6,Female,50-54
35,Adele,9,Female,50-54
36,Harry Styles,19,Male,55-59
36,Adele,5,Male,55-59
36,The Weeknd,2,Male,55-59
36,Olivia Rodrigo,6,Male,55-59
36,Taylor Swift,26,Male,55-59
36,Ed Sheeran,13,Male,55-59
36,Kendrick Lamar,9,Male,55-59
36,Eminem,1,Male,55-59
36,Post Malone,37,Male,55-59
36,Ariana Grande,3,Male,55-59
36,Queen,18,Male,55-59
36,Billie Eilish,5,Male,55-59
37,Justin Bieber,3,Male,15-19
37,Bad Bunny,13,Male,15-19
37,Kendrick Lamar,5,Male,15-19
37,Billie Eilish,13,Male,15-19
37,BTS,4,Male,15-19
37,The Weeknd,6,Male,15-19
37,Post Malone,7,Male,15-19
37,Ariana Grande,2,Male,15-19
37,Doja Cat,15,Male,15-19
37,Eminem,4,Male,15-19
38,Olivia Rodrigo,30,Male,55-59
38,Adele,4,Male,55-59
38,Eminem,1,Male,55-59
38,Harry Styles,5,Male,55-59
38,Doja Cat,4,Male,55-59
38,Justin Bieber,5,Male,55-59
38,Billie Eilish,9,Male,55-59
38,Queen,22,Male,55-59
38,BTS,6,Male,55-59
39,Kendrick Lamar,3,Female,50-54
39,Doja Cat,10,Female,50-54
39,BTS,15,Female,50-54
39,Harry Styles,26,Female,50-54
39,Ariana Grande,8,Female,50-54
39,Bad Bunny,1,Female,50-54
39,Queen,16,Female,50-54
39,Adele,4,Female,50-54
39,Drake,4,Female,50-54
39,Justin Bieber,9,Female,50-54
39,Post Malone,13,Female,50-54
39,The Beatles,8,Female,50-54
39,Taylor Swift,13,Female,50-54
40,Doja Cat,26,Male,65-70
40,Bad Bunny,12,Male,65-70
40,Post Malone,2,Male,65-70
40,Bruno Mars,9,Male,65-70
40,Adele,12,Male,65-70
40,Kendrick Lamar,23,Male,65-70
40,Ariana Grande,35,Male,65-70
40,Taylor Swift,2,Male,65-70
40,The Beatles,3,Male,65-70
40,The Weeknd,2,Male,65-70
40,BTS,5,Male,65-70
41,Post Malone,11,Male,50-54
41,Adele,55,Male,50-54
41,Kendrick Lamar,7,Male,50-54
41,Olivia Rodrigo,6,Male,50-54
41,Ariana Grande,5,Male,50-54
41,Justin Bieber,6,Male,50-54
41,Bruno Mars,29,Male,50-54
41,Taylor Swift,1,Male,50-54
41,The Weeknd,34,Male,50-54
41,Harry Styles,1,Male,50-54
41,BTS,5,Male,50-54
41,Eminem,4,Male,50-54
41,Queen,13,Male,50-54
42,Taylor Swift,12,Female,15-19
42,Olivia Rodrigo,15,Female,15-19
42,Queen,28,Female,15-19
42,Adele,2,Female,15-19
42,Doja Cat,12,Female,15-19
42,The Weeknd,6,Female,15-19
42,The Beatles,6,Female,15-19
42,Ed Sheeran,11,Female,15-19
42,Eminem,11,Female,15-19
42,Billie Eilish,12,Female,15-19
43,Ariana Grande,2,Female,60-64
43,Bruno Mars,13,Female,60-64
43,The Beatles,17,Female,60-64
43,Post Malone,4,Female,60-64
43,Adele,4,Female,60-64
43,Bad Bunny,9,Female,60-64
43,Justin Bieber,4,Female,60-64
43,Billie Eilish,6,Female,60-64
44,Bruno Mars,1,Male,55-59
44,The Beatles,20,Male,55-59
44,Bad Bunny,3,Male,55-59
44,Doja Cat,16,Male,55-59
44,Kendrick Lamar,1,Male,55-59
44,Billie Eilish,18,Male,55-59
44,Queen,2,Male,55-59
45,Queen,15,Female,55-59
45,Bad Bunny,12,Female,55-59
45,Ariana Grande,102,Female,55-59
45,Olivia Rodrigo,3,Female,55-59
45,Drake,19,Female,55-59
45,Bruno Mars,16,Female,55-59
45,Justin Bieber,5,Female,55-59
45,Doja Cat,30,Female,55-59
45,Harry Styles,4,Female,55-59
45,Ed Sheeran,5,Female,55-59
45,The Weeknd,1,Female,55-59
45,Kendrick Lamar,11,Female,55-59
45,Taylor Swift,1,Female,55-59
45,Eminem,4,Female,55-59
46,Olivia Rodrigo,2,Female,20-24
46,Eminem,4,Female,20-24
46,The Weeknd,7,Female,20-24
46,Adele,10,Female,20-24
46,Dua Lipa,6,Female,20-24
46,Post Malone,19,Female,20-24
46,The Beatles,1,Female,20-24
46,Ed Sheeran,83,Female,20-24
46,Queen,17,Female,20-24
46,Justin Bieber,6,Female,20-24
46,BTS,4,Female,20-24
47,Ed Sheeran,5,Male,45-49
47,Taylor Swift,22,Male,45-49
47,The Beatles,2,Male,45-49
47,Doja Cat,2,Male,45-49
47,BTS,17,Male,45-49
47,Kendrick Lamar,13,Male,45-49
47,Eminem,4,Male,45-49
47,Dua Lipa,2,Male,45-49
47,Bad Bunny,31,Male,45-49
47,Bruno Mars,1,Male,45-49
47,Justin Bieber,4,Male,45-49
47,Ariana Grande,9,Male,45-49
47,Drake,44,Male,45-49
48,Kendrick Lamar,10,Male,50-54
48,Doja Cat,2,Male,50-54
48,Harry Styles,6,Male,50-54
48,Bad Bunny,5,Male,50-54
48,Justin Bieber,9,Male,50-54
48,Olivia Rodrigo,6,Male,50-54
48,Billie Eilish,6,Male,50-54
48,Ariana Grande,14,Male,50-54
48,Adele,2,Male,50-54
48,Queen,15,Male,50-54
48,Drake,23,Male,50-54
48,Taylor Swift,37,Male,50-54
48,Eminem,1,Male,50-54
48,The Weeknd,6,Male,50-54
48,Post Malone,1,Male,50-54
49,Dua Lipa,45,Female,50-54
49,The Weeknd,7,Female,50-54
49,Justin Bieber,5,Female,50-54
49,Eminem,9,Female,50-54
49,Adele,9,Female,50-54
49,Billie Eilish,29,Female,50-54
49,Doja Cat,2,Female,50-54
49,Bad Bunny,5,Female,50-54
50,Taylor Swift,5,Male,25-29
50,Eminem,8,Male,25-29
50,Doja Cat,1,Male,25-29
50,Queen,11,Male,25-29
50,Adele,2,Male,25-29
50,The Beatles,1,Male,25-29
50,Bad Bunny,1,Male,25-29
50,Post Malone,22,Male,25-29
50,BTS,3,Male,25-29
50,Olivia Rodrigo,34,Male,25-29
50,Bruno Mars,4,Male,25-29
50,Billie Eilish,1,Male,25-29
50,Dua Lipa,2,Male,25-29
50,Ariana Grande,25,Male,25-29
51,BTS,1,Male,35-39
51,The Beatles,7,Male,35-39
51,Dua Lipa,33,Male,35-39
51,Post Malone,4,Male,35-39
51,Ed Sheeran,3,Male,35-39
51,Harry Styles,40,Male,35-39
52,Drake,6,Other,25-29
52,Queen,3,Other,25-29
52,Billie Eilish,4,Other,25-29
52,Taylor Swift,47,Other,25-29
52,BTS,8,Other,25-29
52,Adele,3,Other,25-29
52,Eminem,29,Other,25-29
52,Bad Bunny,19,Other,25-29
52,The Weeknd,20,Other,25-29
52,Bruno Mars,1,Other,25-29
52,Harry Styles,51,Other,25-29
52,Doja Cat,4,Other,25-29
52,Kendrick Lamar,16,Other,25-29
52,Dua Lipa,92,Other,25-29
52,Ed Sheeran,63,Other,25-29
53,The Weeknd,2,Female,60-64
53,Billie Eilish,15,Female,60-64
53,The Beatles,31,Female,60-64
53,Doja Cat,3,Female,60-64
53,Ariana Grande,14,Female,60-64
53,Post Malone,7,Female,60-64
53,Harry Styles,60,Female,60-64
53,BTS,3,Female,60-64
53,Olivia Rodrigo,23,Female,60-64
53,Queen,10,Female,60-64
53,Kendrick Lamar,9,Female,60-64
53,Taylor Swift,7,Female,60-64
53,Justin Bieber,28,Female,60-64
53,Adele,9,Female,60-64
53,Dua Lipa,1,Female,60-64
54,BTS,37,Male,45-49
54,Justin Bieber,20,Male,45-49
54,The Weeknd,11,Male,45-49
54,Eminem,11,Male,45-49
54,Kendrick Lamar,1,Male,45-49
54,The Beatles,9,Male,45-49
54,Ed Sheeran,30,Male,45-49
54,Ariana Grande,14,Male,45-49
54,Bad Bunny,8,Male,45-49
54,Dua Lipa,40,Male,45-49
54,Doja Cat,6,Male,45-49
54,Drake,3,Male,45-49
54,Bruno Mars,8,Male,45-49
55,Bruno Mars,15,Male,60-64
55,Justin Bieber,4,Male,60-64
55,Queen,1,Male,60-64
55,Ariana Grande,3,Male,60-64
55,Kendrick Lamar,7,Male,60-64
55,Bad Bunny,16,Male,60-64
55,Drake,7,Male,60-64
55,Adele,9,Male,60-64
55,The Weeknd,5,Male,60-64
55,Post Malone,42,Male,60-64
55,Doja Cat,2,Male,60-64
55,Eminem,3,Male,60-64
55,BTS,4,Male,60-64
56,Eminem,17,Male,25-29
56,Dua Lipa,3,Male,25-29
56,Ed Sheeran,4,Male,25-29
56,The Weeknd,13,Male,25-29
56,Justin Bieber,12,Male,25-29
56,Kendrick Lamar,13,Male,25-29
56,Harry Styles,1,Male,25-29
56,BTS,31,Male,25-29
56,Taylor Swift,3,Male,25-29
57,Harry Styles,3,Male,45-49
57,Justin Bieber,11,Male,45-49
57,Ed Sheeran,2,Male,45-49
57,Queen,12,Male,45-49
57,Bad Bunny,2,Male,45-49
58,Dua Lipa,22,Male,30-34
58,Bruno Mars,46,Male,30-34
58,Drake,5,Male,30-34
58,Queen,5,Male,30-34
58,Olivia Rodrigo,3,Male,30-34
58,Kendrick Lamar,4,Male,30-34
58,Ariana Grande,3,Male,30-34
58,BTS,3,Male,30-34
58,Post Malone,24,Male,30-34
58,Taylor Swift,3,Male,30-34
58,Bad Bunny,9,Male,30-34
59,Olivia Rodrigo,7,Female,45-49
59,Bad Bunny,5,Female,45-49
59,Kendrick Lamar,3,Female,45-49
59,Drake,11,Female,45-49
59,Dua Lipa,3,Female,45-49
59,Billie Eilish,4,Female,45-49
59,BTS,2,Female,45-49
59,Adele,6,Female,45-49
59,The Weeknd,8,Female,45-49
59,The Beatles,1,Female,45-49
59,Justin Bieber,9,Female,45-49
59,Ed Sheeran,7,Female,45-49
59,Queen,3,Female,45-49
60,Drake,6,Female,65-70
60,The Beatles,20,Female,65-70
60,Ed Sheeran,6,Female,65-70
60,Harry Styles,3,Female,65-70
60,Kendrick Lamar,5,Female,65-70
60,Billie Eilish,18,Female,65-70
60,Post Malone,12,Female,65-70
60,Olivia Rodrigo,7,Female,65-70
60,Eminem,8,Female,65-70
61,Taylor Swift,4,Male,45-49
61,Kendrick Lamar,13,Male,45-49
61,Billie Eilish,6,Male,45-49
61,Olivia Rodrigo,22,Male,45-49
61,Bruno Mars,4,Male,45-49
61,Harry Styles,5,Male,45-49
62,Ed Sheeran,21,Male,40-44
62,Justin Bieber,2,Male,40-44
62,The Weeknd,27,Male,40-44
62,Eminem,2,Male,40-44
62,BTS,5,Male,40-44
62,The Beatles,14,Male,40-44
63,Olivia Rodrigo,1,Female,60-64
63,Bruno Mars,7,Female,60-64
63,Kendrick Lamar,18,Female,60-64
63,Ed Sheeran,2,Female,60-64
63,Dua Lipa,33,Female,60-64
63,Queen,12,Female,60-64
63,Taylor Swift,20,Female,60-64
63,Ariana Grande,3,Female,60-64
63,Doja Cat,17,Female,60-64
64,Bruno Mars,10,Female,55-59
64,Harry Styles,7,Female,55-59
64,Dua Lipa,14,Female,55-59
64,The Beatles,14,Female,55-59
64,BTS,3,Female,55-59
64,Ed Sheeran,11,Female,55-59
64,Queen,6,Female,55-59
64,Olivia Rodrigo,1,Female,55-59
64,Drake,4,Female,55-59
64,Post Malone,1,Female,55-59
65,Kendrick Lamar,3,Male,30-34
65,Taylor Swift,8,Male,30-34
65,Ariana Grande,23,Male,30-34
65,Drake,3,Male,30-34
65,Post Malone,10,Male,30-34
65,Ed Sheeran,10,Male,30-34
65,The Beatles,6,Male,30-34
66,Post Malone,4,Female,65-70
66,The Beatles,1,Female,65-70
66,Dua Lipa,1,Female,65-70
66,Adele,3,Female,65-70
66,Queen,6,Female,65-70
67,Justin Bieber,23,Male,45-49
67,Queen,7,Male,45-49
67,Taylor Swift,14,Male,45-49
67,The Weeknd,6,Male,45-49
67,Bruno Mars,14,Male,45-49
67,Bad Bunny,7,Male,45-49
67,Billie Eilish,4,Male,45-49
68,The Beatles,21,Female,45-49
68,Kendrick Lamar,1,Female,45-49
68,Ed Sheeran,69,Female,45-49
68,Harry Styles,6,Female,45-49
68,Bruno Mars,2,Female,45-49
68,Drake,49,Female,45-49
68,Taylor Swift,4,Female,45-49
68,Ariana Grande,9,Female,45-49
68,Bad Bunny,15,Female,45-49
68,Post Malone,24,Female,45-49
69,Ed Sheeran,9,Female,15-19
69,Bad Bunny,6,Female,15-19
69,Dua Lipa,9,Female,15-19
69,Billie Eilish,3,Female,15-19
69,Ariana Grande,20,Female,15-19
69,Olivia Rodrigo,9,Female,15-19
70,Kendrick Lamar,7,Male,55-59
70,Harry Styles,25,Male,55-59
70,Billie Eilish,1,Male,55-59
70,The Beatles,4,Male,55-59
70,The Weeknd,4,Male,55-59
70,Dua Lipa,2,Male,55-59
70,Drake,13,Male,55-59
70,Queen,1,Male,55-59
70,Eminem,2,Male,55-59
70,Ed Sheeran,17,Male,55-59
70,BTS,33,Male,55-59
70,Ariana Grande,6,Male,55-59
71,Queen,2,Female,55-59
71,Drake,13,Female,55-59
71,The Weeknd,1,Female,55-59
71,BTS,8,Female,55-59
71,Kendrick Lamar,2,Female,55-59
71,Billie Eilish,7,Female,55-59
71,Ed Sheeran,5,Female,55-59
71,Post Malone,60,Female,55-59
71,Dua Lipa,4,Female,55-59
71,Adele,46,Female,55-59
71,Doja Cat,13,Female,55-59
71,Taylor Swift,3,Female,55-59
71,Olivia Rodrigo,10,Female,55-59
71,Eminem,5,Female,55-59
72,BTS,9,Male,40-44
72,Ed Sheeran,9,Male,40-44
72,Justin Bieber,5,Male,40-44
72,Olivia Rodrigo,1,Male,40-44
72,Bad Bunny,5,Male,40-44
72,Doja Cat,9,Male,40-44
72,Eminem,16,Male,40-44
72,Kendrick Lamar,35,Male,40-44
72,The Beatles,56,Male,40-44
72,Post Malone,25,Male,40-44
72,Dua Lipa,4,Male,40-44
73,Harry Styles,4,Female,55-59
73,Eminem,8,Female,55-59
73,Kendrick Lamar,1,Female,55-59
73,Taylor Swift,4,Female,55-59
73,Olivia Rodrigo,10,Female,55-59
73,The Weeknd,1,Female,55-59
73,Queen,3,Female,55-59
74,Drake,2,Female,15-19
74,Bruno Mars,23,Female,15-19
74,Kendrick Lamar,5,Female,15-19
74,Ariana Grande,4,Female,15-19
74,The Weeknd,2,Female,15-19
74,Ed Sheeran,82,Female,15-19
74,Justin Bieber,9,Female,15-19
74,Eminem,7,Female,15-19
74,Dua Lipa,17,Female,15-19
74,Taylor Swift,3,Female,15-19
74,Billie Eilish,7,Female,15-19
74,Olivia Rodrigo,7,Female,15-19
75,Billie Eilish,4,Male,50-54
75,Bad Bunny,50,Male,50-54
75,Olivia Rodrigo,17,Male,50-54
75,Eminem,9,Male,50-54
75,Drake,1,Male,50-54
75,The Weeknd,9,Male,50-54
75,Bruno Mars,9,Male,50-54
75,Harry Styles,6,Male,50-54
76,Post Malone,13,Female,40-44
76,Justin Bieber,2,Female,40-44
76,Eminem,23,Female,40-44
76,The Weeknd,10,Female,40-44
76,Drake,12,Female,40-44
76,The Beatles,2,Female,40-44
76,Olivia Rodrigo,2,Female,40-44
76,Ed Sheeran,19,Female,40-44
76,Bad Bunny,20,Female,40-44
76,Kendrick Lamar,2,Female,40-44
77,Dua Lipa,2,Male,50-54
77,BTS,17,Male,50-54
77,Billie Eilish,6,Male,50-54
77,Olivia Rodrigo,1,Male,50-54
