user_id,gender,age,artist,genre,interaction_date,play_count
28,Male,20-24,Harry Styles,Pop,2021-03-03,3
28,Male,20-24,Olivia Rodrigo,Pop,2022-03-29,17
28,Male,20-24,Eminem,Hip-Hop,2020-05-20,8
29,Female,20-24,Eminem,Hip-Hop,2021-06-06,4
29,Female,20-24,Drake,Hip-Hop,2024-12-13,3
29,Female,20-24,Queen,Rock,2024-10-02,10
29,Female,20-24,BTS,K-Pop,2021-06-16,8
29,Female,20-24,Doja Cat,Hip-Hop,2023-08-09,69
29,Female,20-24,Ed Sheeran,Pop,2022-03-20,4
29,Female,20-24,Kendrick Lamar,Hip-Hop,2022-05-20,7
30,Male,30-34,Queen,Rock,2022-08-09,2
30,Male,30-34,Adele,Pop,2023-04-11,23
30,Male,30-34,The Weeknd,R&B,2024-11-07,13
30,Male,30-34,Harry Styles,Pop,2023-07-10,3
30,Male,30-34,Taylor Swift,Pop,2020-09-30,4
30,Male,30-34,Post Malone,Hip-Hop,2022-04-01,8
30,Male,30-34,Drake,Hip-Hop,2024-01-01,5
30,Male,30-34,BTS,K-Pop,2020-08-22,3
30,Male,30-34,Billie Eilish,Pop,2020-08-14,8
30,Male,30-34,Ed Sheeran,Pop,2020-02-23,20
30,Male,30-34,The Beatles,Rock,2024-07-31,12
30,Male,30-34,Olivia Rodrigo,Pop,2024-05-28,2
30,Male,30-34,Eminem,Hip-Hop,2021-07-11,8
31,Female,50-54,Olivia Rodrigo,Pop,2020-04-28,30
31,Female,50-54,Adele,Pop,2023-03-25,4
31,Female,50-54,Eminem,Hip-Hop,2024-06-15,3
31,Female,50-54,Harry Styles,Pop,2021-11-28,3
31,Female,50-54,Doja Cat,Hip-Hop,2024-09-01,9
31,Female,50-54,Justin Bieber,Pop,2024-09-18,22
31,Female,50-54,Billie Eilish,Pop,2023-12-15,1
31,Female,50-54,Queen,Rock,2023-03-03,1
31,Female,50-54,BTS,K-Pop,2021-10-26,1
32,Female,55-59,Eminem,Hip-Hop,2022-12-18,3
32,Female,55-59,Ed Sheeran,Pop,2021-05-03,4
32,Female,55-59,Doja Cat,Hip-Hop,2020-06-05,6
32,Female,55-59,The Beatles,Rock,2023-01-07,6
32,Female,55-59,The Weeknd,R&B,2023-02-21,1
33,Other,35-39,Doja Cat,Hip-Hop,2023-08-17,26
33,Other,35-39,Bad Bunny,Reggaeton,2023-09-24,12
33,Other,35-39,Post Malone,Hip-Hop,2023-10-15,10
33,Other,35-39,Bruno Mars,Pop,2022-12-27,5
33,Other,35-39,Adele,Pop,2021-05-05,35
33,Other,35-39,Kendrick Lamar,Hip-Hop,2022-12-08,2
33,Other,35-39,Ariana Grande,Pop,2024-01-01,6
33,Other,35-39,Taylor Swift,Pop,2024-09-19,11
33,Other,35-39,The Beatles,Rock,2021-11-16,3
33,Other,35-39,The Weeknd,R&B,2023-06-19,7
33,Other,35-39,BTS,K-Pop,2024-06-07,11
34,Male,20-24,Queen,Rock,2023-05-31,9
34,Male,20-24,Ariana Grande,Pop,2023-06-12,1
34,Male,20-24,Drake,Hip-Hop,2021-09-11,5
34,Male,20-24,Bruno Mars,Pop,2024-08-18,11
34,Male,20-24,Doja Cat,Hip-Hop,2024-02-24,10
34,Male,20-24,Olivia Rodrigo,Pop,2024-06-12,1
34,Male,20-24,Harry Styles,Pop,2020-09-30,11
34,Male,20-24,Kendrick Lamar,Hip-Hop,2022-06-04,3
35,Female,50-54,Dua Lipa,Pop,2023-12-21,8
35,Female,50-54,Bruno Mars,Pop,2024-06-11,2
35,Female,50-54,Post Malone,Hip-Hop,2022-01-23,11
35,Female,50-54,Ariana Grande,Pop,2020-05-16,7
35,Female,50-54,Eminem,Hip-Hop,2021-02-24,35
35,Female,50-54,Kendrick Lamar,Hip-Hop,2024-11-22,2
36,Male,55-59,Queen,Rock,2021-08-23,13
36,Male,55-59,The Beatles,Rock,2022-09-06,3
36,Male,55-59,Taylor Swift,Pop,2021-02-07,27
36,Male,55-59,Eminem,Hip-Hop,2024-07-06,9
36,Male,55-59,Kendrick Lamar,Hip-Hop,2023-10-14,8
36,Male,55-59,Bad Bunny,Reggaeton,2020-09-30,1
36,Male,55-59,Olivia Rodrigo,Pop,2021-11-15,20
36,Male,55-59,The Weeknd,R&B,2023-01-19,11
36,Male,55-59,Doja Cat,Hip-Hop,2023-01-10,1
36,Male,55-59,Drake,Hip-Hop,2022-12-17,2
36,Male,55-59,Post Malone,Hip-Hop,2020-06-02,15
36,Male,55-59,Justin Bieber,Pop,2020-04-14,1
37,Male,15-19,Olivia Rodrigo,Pop,2020-07-17,7
37,Male,15-19,The Weeknd,R&B,2020-05-11,6
37,Male,15-19,Kendrick Lamar,Hip-Hop,2022-03-01,18
37,Male,15-19,Bruno Mars,Pop,2021-09-19,5
37,Male,15-19,Justin Bieber,Pop,2023-02-06,1
37,Male,15-19,Queen,Rock,2023-03-16,2
37,Male,15-19,Bad Bunny,Reggaeton,2020-04-21,10
37,Male,15-19,Post Malone,Hip-Hop,2024-03-08,5
37,Male,15-19,Doja Cat,Hip-Hop,2021-04-19,11
38,Male,55-59,The Weeknd,R&B,2020-10-05,1
38,Male,55-59,Queen,Rock,2022-05-26,10
38,Male,55-59,The Beatles,Rock,2023-10-12,14
38,Male,55-59,Olivia Rodrigo,Pop,2024-07-31,1
38,Male,55-59,Bruno Mars,Pop,2023-01-13,4
38,Male,55-59,Adele,Pop,2023-09-02,4
38,Male,55-59,Post Malone,Hip-Hop,2020-12-07,19
38,Male,55-59,Dua Lipa,Pop,2022-04-23,6
39,Female,50-54,Bad Bunny,Reggaeton,2022-01-22,31
39,Female,50-54,Kendrick Lamar,Hip-Hop,2020-09-28,1
39,Female,50-54,Justin Bieber,Pop,2023-05-10,8
39,Female,50-54,BTS,K-Pop,2020-02-01,3
39,Female,50-54,Queen,Rock,2021-06-04,11
39,Female,50-54,Harry Styles,Pop,2022-09-03,4
39,Female,50-54,Taylor Swift,Pop,2021-03-11,14
39,Female,50-54,The Weeknd,R&B,2023-02-08,1
39,Female,50-54,Ariana Grande,Pop,2023-01-30,19
39,Female,50-54,The Beatles,Rock,2022-01-22,16
40,Male,65-70,Kendrick Lamar,Hip-Hop,2023-09-25,5
40,Male,65-70,Ariana Grande,Pop,2023-08-24,4
40,Male,65-70,Queen,Rock,2020-04-18,15
40,Male,65-70,Post Malone,Hip-Hop,2020-07-01,23
40,Male,65-70,Billie Eilish,Pop,2024-02-06,1
41,Male,50-54,Dua Lipa,Pop,2023-04-06,12
41,Male,50-54,The Weeknd,R&B,2020-10-09,7
41,Male,50-54,Justin Bieber,Pop,2023-09-21,3
41,Male,50-54,Eminem,Hip-Hop,2024-02-15,5
41,Male,50-54,Adele,Pop,2021-10-20,9
41,Male,50-54,Billie Eilish,Pop,2024-01-21,2
41,Male,50-54,Doja Cat,Hip-Hop,2023-01-17,5
41,Male,50-54,Bad Bunny,Reggaeton,2023-03-20,4
42,Female,15-19,Dua Lipa,Pop,2020-11-26,3
42,Female,15-19,The Weeknd,R&B,2022-06-20,5
42,Female,15-19,Doja Cat,Hip-Hop,2023-01-25,2
42,Female,15-19,Kendrick Lamar,Hip-Hop,2022-12-28,20
42,Female,15-19,Taylor Swift,Pop,2020-04-27,6
42,Female,15-19,BTS,K-Pop,2020-02-19,3
43,Female,60-64,Harry Styles,Pop,2020-12-03,2
43,Female,60-64,Queen,Rock,2020-07-20,7
43,Female,60-64,Bad Bunny,Reggaeton,2020-01-17,5
43,Female,60-64,Justin Bieber,Pop,2023-12-06,8
43,Female,60-64,Kendrick Lamar,Hip-Hop,2023-09-03,2
43,Female,60-64,Ariana Grande,Pop,2024-01-31,1
43,Female,60-64,Dua Lipa,Pop,2021-02-28,9
43,Female,60-64,BTS,K-Pop,2024-05-25,8
43,Female,60-64,Post Malone,Hip-Hop,2022-10-15,1
43,Female,60-64,Bruno Mars,Pop,2020-07-26,10
43,Female,60-64,The Weeknd,R&B,2024-03-17,85
43,Female,60-64,The Beatles,Rock,2020-01-22,19
43,Female,60-64,Adele,Pop,2020-06-02,2
44,Male,55-59,Bad Bunny,Reggaeton,2024-01-06,17
44,Male,55-59,The Beatles,Rock,2020-04-09,43
44,Male,55-59,Taylor Swift,Pop,2023-08-31,63
44,Male,55-59,Harry Styles,Pop,2021-10-23,2
44,Male,55-59,Kendrick Lamar,Hip-Hop,2021-02-17,13
44,Male,55-59,BTS,K-Pop,2020-01-25,27
44,Male,55-59,Bruno Mars,Pop,2020-10-27,8
44,Male,55-59,Post Malone,Hip-Hop,2022-12-27,4
44,Male,55-59,Billie Eilish,Pop,2020-03-23,7
44,Male,55-59,Ed Sheeran,Pop,2024-07-31,15
44,Male,55-59,Adele,Pop,2021-09-09,22
44,Male,55-59,Eminem,Hip-Hop,2022-07-16,5
44,Male,55-59,Ariana Grande,Pop,2024-03-10,3
44,Male,55-59,Justin Bieber,Pop,2023-09-26,6
44,Male,55-59,Drake,Hip-Hop,2023-07-18,6
45,Female,55-59,Ariana Grande,Pop,2020-10-25,16
45,Female,55-59,The Weeknd,R&B,2023-08-30,40
45,Female,55-59,Adele,Pop,2023-03-30,5
45,Female,55-59,Queen,Rock,2023-08-20,4
45,Female,55-59,Doja Cat,Hip-Hop,2024-03-06,9
45,Female,55-59,Justin Bieber,Pop,2020-10-01,11
45,Female,55-59,Bad Bunny,Reggaeton,2023-04-02,11
45,Female,55-59,Billie Eilish,Pop,2024-09-05,7
46,Female,20-24,Doja Cat,Hip-Hop,2021-10-10,15
46,Female,20-24,Billie Eilish,Pop,2020-05-02,20
46,Female,20-24,Ed Sheeran,Pop,2023-04-26,5
46,Female,20-24,Bruno Mars,Pop,2024-07-07,7
46,Female,20-24,Adele,Pop,2023-06-29,26
46,Female,20-24,Drake,Hip-Hop,2024-04-02,10
46,Female,20-24,Justin Bieber,Pop,2020-03-03,4
47,Male,45-49,Justin Bieber,Pop,2021-12-14,7
47,Male,45-49,Dua Lipa,Pop,2022-05-09,2
47,Male,45-49,Post Malone,Hip-Hop,2021-09-12,16
47,Male,45-49,Billie Eilish,Pop,2020-10-29,10
47,Male,45-49,Doja Cat,Hip-Hop,2020-03-09,3
47,Male,45-49,Ed Sheeran,Pop,2023-02-26,10
47,Male,45-49,Bruno Mars,Pop,2020-11-07,2
47,Male,45-49,Bad Bunny,Reggaeton,2022-01-15,3
47,Male,45-49,Ariana Grande,Pop,2023-09-04,1
47,Male,45-49,The Beatles,Rock,2020-02-21,12
48,Male,50-54,Ed Sheeran,Pop,2023-12-20,10
48,Male,50-54,The Beatles,Rock,2020-03-27,5
48,Male,50-54,BTS,K-Pop,2021-02-17,8
48,Male,50-54,The Weeknd,R&B,2022-04-04,8
48,Male,50-54,Ariana Grande,Pop,2021-11-02,1
48,Male,50-54,Dua Lipa,Pop,2024-04-30,2
48,Male,50-54,Harry Styles,Pop,2022-12-04,5
48,Male,50-54,Queen,Rock,2023-11-25,1
48,Male,50-54,Justin Bieber,Pop,2021-04-29,13
48,Male,50-54,Bruno Mars,Pop,2021-10-07,11
48,Male,50-54,Olivia Rodrigo,Pop,2022-01-27,3
48,Male,50-54,Kendrick Lamar,Hip-Hop,2020-10-15,19
49,Female,50-54,Taylor Swift,Pop,2024-03-12,8
49,Female,50-54,Adele,Pop,2020-05-16,11
49,Female,50-54,Billie Eilish,Pop,2020-01-19,1
49,Female,50-54,Bruno Mars,Pop,2020-07-13,1
49,Female,50-54,Queen,Rock,2021-03-24,21
50,Male,25-29,The Weeknd,R&B,2023-08-30,21
50,Male,25-29,Drake,Hip-Hop,2024-11-11,1
50,Male,25-29,Ariana Grande,Pop,2024-05-16,9
50,Male,25-29,Dua Lipa,Pop,2024-07-10,101
50,Male,25-29,Bruno Mars,Pop,2021-02-19,2
50,Male,25-29,Post Malone,Hip-Hop,2021-10-29,13
51,Male,35-39,Drake,Hip-Hop,2020-02-26,10
